source_key,source_name,part,division,subdivision,section,section_title,content
ca_gl_10,Guidelines on CLBG,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,,,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,These Guidelines are issued pursuant to section 20C of the Companies Commission of Malaysia Act 2001.
ca_gl_10,Guidelines on CLBG,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,,,A. INTRODUCTION,A. INTRODUCTION,1. A company limited by guarantee (CLBG) is a public company incorporated with the principal liability of its members limited by the constitution to such amount as the members undertake to contribute to the assets of the company if the company is wound up. 2. Activities of a CLBG must be in line with the objects as specified in
ca_gl_10,Guidelines on CLBG,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,,,paragraph 5. There are two types of CLBG that can be incorporated under,paragraph 5. There are two types of CLBG that can be incorporated under,"the Companies Act 2016 (CA 2016): (a) a CLBG without the word ""Berhad"" or ""Bhd.""; or (b) a CLBG with the word ""Berhad"" or ""Bhd.""."
ca_gl_10,Guidelines on CLBG,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,,,B. INCORPORATION UNDER SECTION 45 OF THE CA 2016,B. INCORPORATION UNDER SECTION 45 OF THE CA 2016,"3. A CLBG may be incorporated by lodging an application to the Registrar together with a constitution. 4. A CLBG shall be incorporated as a public company with the word ""Berhad"" or the abbreviation ""Bhd."" at the end of its name pursuant to section 11(2) and section 25(1)(a) of the CA 2016. Revised on 15 July 2025 5. A CLBG can only be formed for the following objects: (a) providing recreation or amusement; (b) promoting commerce and industry; (c) promoting art; (d) promoting science; (e) promoting religion; (f) promoting charity; (g) promoting pension or superannuation schemes; or (h) promoting any other objects useful for the community or country, such as: (i) environment; (ii) health; (iii) education; (iv) research; (v) social; or (vi) sports. 6. For avoidance of doubt, no other company can be formed for the purposes specified under paragraph 5. 7. A foreign CLBG or any foreign company carrying out the objects under"
ca_gl_10,Guidelines on CLBG,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,,,paragraph 5 must be incorporated as a new CLBG under the CA 2016. This,paragraph 5 must be incorporated as a new CLBG under the CA 2016. This,"is to ensure that all entities carrying out the objects under paragraph 5 are subjected to the same requirements and procedures which are set out under CLBG Guidelines. This is also in view of the vulnerability faced by such sector relating to the potential risks on money laundering and terrorism financing activities. 8. If any Ministry, Government Agency or authority intends to incorporate a CLBG, an approval letter from the Ministry, Government Revised on 15 July 2025 Agency or the authority is required to be submitted together with the application to incorporate a CLBG. 9. It is advisable that the incorporation of a CLBG is carried out through a company secretary."
ca_gl_10,Guidelines on CLBG,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,,,C. TRAINING REQUIREMENT FOR CLBG SECRETARY,C. TRAINING REQUIREMENT FOR CLBG SECRETARY,10. A company secretary acting as a secretary for a CLBG must successfully complete a training or course focused on CLBG under the CA 2016 organized by SSM within three (3) years from the issuance of CLBG Guideline. Those who have attended the training within the two (2) years preceding the issuance of this CLBG Guideline are exempted from this requirement.
ca_gl_10,Guidelines on CLBG,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,,,D. REQUIREMENT OF PROMOTER OR DIRECTOR,D. REQUIREMENT OF PROMOTER OR DIRECTOR,"11. A promoter or director of a CLBG must be a person who is fit and proper and is not disqualified under the CA 2016. 12. Without limiting to the following, for the purposes of determining whether a person is fit and proper, the Registrar may: (a) assess the experience, qualification and competency of the promoter or director which would assist him in carrying out his duties as director of the CLBG; (b) assess the reputation, character and integrity of the promoter or director; or Revised on 15 July 2025 (c) assess the result of security vetting on the promoter or proposed director, conducted by the Royal Malaysian Police and/or other agencies."
ca_gl_10,Guidelines on CLBG,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,,,E. APPOINTMENT OF DIRECTOR,E. APPOINTMENT OF DIRECTOR,"13. The Registrar may, if he is satisfied that a person is fit and proper and competent to perform the duties of a director under the CA 2016, approve the person as a director of a CLBG."
ca_gl_10,Guidelines on CLBG,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,,,F. REQUIREMENT AS TO CONSTITUTION,F. REQUIREMENT AS TO CONSTITUTION,"14. Unlike any other company, a CLBG is required to have a constitution with, among others, the following requirements: (i) the name of the company; (ii) the objects of the company; (iii) the capacity, rights, powers and privileges of the company; (iv) the amount up to which the member undertakes to contribute to the assets of the company in the event of it being wound up; (v) the full names, addresses and occupations of the promoter; (vi) the number of members with which the company proposed to be incorporated; and (vii) any other matters as the company wishes to include in its constitution. 15. A CLBG shall submit its constitution to the Registrar upon an application for incorporation. The CLBG shall adopt the model constitution provided by the Registrar. For the purposes of incorporation, the CLBG must Revised on 15 July 2025 adopt Part A of the model constitution. Notwithstanding, the CLBG may insert additional clauses which does not supersede the CA 2016. 16. A CLBG must ensure that its financial resources are utilised solely for the purposes of carrying its objects. In conducting its activities, it must ensure that it does not depart from the objects for which it was established for. 17. A CLBG is required to comply at all times with all the provisions set forth in its constitution. 18."
ca_gl_10,Guidelines on CLBG,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,,,F. REQUIREMENT AS TO CONSTITUTION,F. REQUIREMENT AS TO CONSTITUTION,"In cases where the constitution requires amendment, upon the approval of the Registrar, the CLBG shall lodge the amended constitution together with the approval letter within 30 days from such approval."
ca_gl_10,Guidelines on CLBG,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,,,G. SEGMENTAL REPORTING,G. SEGMENTAL REPORTING,"19. From time to time, the Registrar may require, CLBG to submit a segmental reporting (SR) for CLBG. The SR may include but not limited to CLBG's financial information. 20. For the purposes of paragraph 19, if a CLBG gives to or receives from any organization any fund, donation or contribution, the CLBG is required: (a) to make appropriate disclosure on the funds, donations, contributions in the notes to the financial statements; and (b) to make appropriate disclosure on the operational expenses in the notes to the financial statements. Revised on 15 July 2025 21. A CLBG must keep a list of the funds, donations or contribution at all times as follows: (a) List of fund, donation or contribution given to the respective party: (i) the name of individual, company, associate, counterpart, etc; (ii) the correspondence address of the respective party; (iii) the amount of fund, donation or contribution to each party. Please specify whether in Ringgit Malaysia or foreign currency; (iv) the date of transaction; and (v) the accounting records and supporting documents that is relevant to that particular transaction. (b) List of fund, donation or contribution received from the respective party: (i) the name of individual/company/associate/counterpart/ etc.; (ii) the correspondence address of the respective party; (iii) the amount of fund, donation or contribution by each party."
ca_gl_10,Guidelines on CLBG,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,,,G. SEGMENTAL REPORTING,G. SEGMENTAL REPORTING,"Please specify whether in Ringgit Malaysia or foreign currency; (iv) the date of transaction; and (v) the accounting records and supporting documents that is relevant to that particular transaction. Revised on 15 July 2025 22. A CLBG should keep bank statements as evidence in relation to the transactions of the fund, donations or contributions as specified in"
ca_gl_10,Guidelines on CLBG,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,,,paragraph 21(a) and (b) of the Guidelines.,paragraph 21(a) and (b) of the Guidelines.,"23. At any time during a year, the Registrar may issue a notice and require a CLBG to submit the Financial Information Form ( Borang Maklumat Kewangan - BMK) to SSM."
ca_gl_10,Guidelines on CLBG,GUIDELINES ON COMPANY LIMITED BY GUARANTEE,,,H. GENERAL CONDITIONS OF CLBG,H. GENERAL CONDITIONS OF CLBG,"24. A CLBG shall comply with all conditions as follows: (a) shall ensure that the financial resources are used in accordance with the constitution of the company at all times. (b) unless approved by the Registrar- (i) a CLBG shall not amend its constitution; (ii) a CLBG shall not appoint any new director; (iii) a CLBG shall not allow the payment of any fee, salary or fixed allowance to its directors; (iv) a CLBG shall not solicit any contribution or donation from the public; and (v) a CLBG shall not establish or hold any subsidiary; and (c) where a CLBG intends to pay any fee, salary and fixed allowance to its director, the total amount payable shall not exceed thirty (30) percent of the current assets of the CLBG before the payment is made on the condition that7 Revised on 15 July 2025 (i) a CLBG shall have been incorporated for not less than two (2) years; and (ii) a CLBG shall be able to pay debts when the debts become due and payable within twelve (12) months immediately after the payment is made."
