source_key,source_name,part,division,subdivision,section,section_title,content
ca_gazette14,Companies (Company Auditor and Liquidator Fees) Regulations 2020,,,,,,"13 Januari 2020
13 January 2020
FEDERAL GOVERNMENT
GAZETTE
COMPANIES (COMPANY AUDITOR AND LIQUIDATOR FEES)
REGULATIONS 2020 |"
ca_gazette14,Companies (Company Auditor and Liquidator Fees) Regulations 2020,Citation and commencement,,,Citation and commencement,Citation and commencement,1. (1) These regulations may be cited as the Companies (Company Auditor and
ca_gazette14,Companies (Company Auditor and Liquidator Fees) Regulations 2020,Liquidator Fees) Regulations 2020.,,,Liquidator Fees) Regulations 2020.,Liquidator Fees) Regulations 2020.,(2) These Regulations come into operation on 15 January 2020.
ca_gazette14,Companies (Company Auditor and Liquidator Fees) Regulations 2020,Fees,,,Fees,Fees,"2. The fees payable in respect of the matters specified in column (2) of the Schedule
shall be as specified in column (3) of the Schedule."
ca_gazette14,Companies (Company Auditor and Liquidator Fees) Regulations 2020,Revocation,,,Revocation,Revocation,"3. The Fees (Company Auditors and Liquidators) Regulations 1966 [P.U. 371/66] is
revoked."
ca_gazette14,Companies (Company Auditor and Liquidator Fees) Regulations 2020,Schedule – Fees,,,Schedule – Fees (Regulation 8),Schedule – Fees (Regulation 8),"[Regulation 2]
(1)
No. | (2)
Matter | (3)
(RM)
1. | Approval as a company auditor | 500.00 per approval
2. | Renewal of approval as a company auditor | 500.00 per renewal of
approval
3. | Approval as a liquidator | 500.00 per approval
[KPDNKK 600-1/2/58; PN(PU2)740/III]
DATUK SERI SAIFUDDIN NASUTION BIN ISMAIL
Minister of Domestic Trade
and Consumer Affairs
4. | Renewal of approval as a liquidator | 500.00 per renewal of
approval"
