source_key,source_name,part,division,subdivision,section,section_title,content
ca_gazette21,Companies (Prescribed Interest for Islamic Securities Selling and Buying Negotiated Transaction) Regulations 2017,,,,,,"11 Disember 2017
11 December 2017
FEDERAL GOVERNMENT
GAZETTE
COMPANIES (PRESCRIBED INTEREST FOR ISLAMIC
SECURITIES SELLING AND BUYING NEGOTIATED
TRANSACTION) REGULATIONS 2017 |"
ca_gazette21,Companies (Prescribed Interest for Islamic Securities Selling and Buying Negotiated Transaction) Regulations 2017,Citation and commencement,,,Citation and commencement,Citation and commencement,"1. (1) These regulations may be cited as the Companies (Prescribed Interest for
Islamic Securities Selling and Buying Negotiated Transaction) Regulations 2017.
(2) These Regulations come into operation on 12 December 2017."
ca_gazette21,Companies (Prescribed Interest for Islamic Securities Selling and Buying Negotiated Transaction) Regulations 2017,Prescribed interest,,,Prescribed interest,Prescribed interest,"2. (1) An interest in a share of any person under subsection 8(6) of the Act
arising from an Islamic securities selling and buying negotiated transaction is a
prescribed interest referred to in paragraph 8(9)(d) of the Act.
(2) For the purpose of this regulation-
""Islamic securities selling and buying negotiated transaction"" has the meaning
assigned to it in the rules made by an approved clearing house as approved by the"
ca_gazette21,Companies (Prescribed Interest for Islamic Securities Selling and Buying Negotiated Transaction) Regulations 2017,Prescribed interest,,,Securities Commission under section 9 of the Capital Market and Services Act 2007,Securities Commission under section 9 of the Capital Market and Services Act 2007,"[Act 671];
""person"" means-
(a) a supplier in an Islamic securities selling and buying negotiated transaction;
or
(b) a user in an Islamic securities selling and buying negotiated transaction
who keeps the transacted Islamic securities for a period of not more than
three business days.
[KPDNKK 600-1/2/33; PN(PU2)740]"
